0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.14580712,0.6685049,0.5321257,-0.14275415,0.6140372,-1.0856869,-0.15171985,-0.44930243,0.6230057,-0.51682234,-0.5590581,1.2317173,0.50055623,0.014848432,0.3940343,0.022984054,1.3041005,1.3537598,0.008907519,-0.64843345,-0.07604605,-0.44225493,0.22303647,0.2873167,-0.20032275,-0.24318516,1.207765,0.19137572,0.13652891,-0.14855587,-0.35946208,0.2522886
-0.15197219,0.08619185,-0.12692177,0.039696783,-0.22365244,-0.21136273,-0.15264696,-0.21313539,-0.042991877,-0.18307173,-0.17535195,-0.08428347,0.14249384,-0.059051514,0.099419616,-0.08621899,0.17159802,-0.049111176,0.19016351,-0.1030837,0.070071064,0.0031785928,-0.21519211,0.052207403,-0.10953683,-0.06928218,0.11065368,-0.13423957,0.019082867,0.043106735,-0.09610823,0.23356017
-0.061537284,0.016718298,-0.11368951,0.049449965,-0.13619858,-0.042730127,-0.031900495,-0.12252063,-0.018431708,-0.08890414,-0.06889581,-0.1366756,0.13152406,0.03203375,0.00872986,-0.050563164,0.038550295,-0.11547072,0.081253886,0.0680778,0.00032190979,-0.025201278,-0.13099116,0.09459377,-0.10360283,-0.06641745,-0.0610223,-0.027193174,-0.05823692,0.061423227,-0.013315171,0.1062887
-0.17296298,-0.07073371,-0.18649924,-0.009635232,-0.23524773,-0.23262882,0.15632576,-0.3357096,0.012033798,-0.3337974,-0.1380091,-0.12797418,0.17386776,0.26340052,-0.10908386,-0.07507433,0.1828731,-0.0031940592,0.20547532,0.2655048,-0.04544016,-0.018755002,-0.03684125,0.06450177,0.07213286,-0.05947859,0.016437907,0.16088833,-0.10196098,-0.053190242,-0.16205649,0.36047608
0.6977945,-0.37586135,1.147285,-0.8078406,1.6311646,0.22009984,1.1505166,0.9041685,1.0875778,0.011993863,0.37837574,1.0173211,0.5097202,0.84934324,-0.8324804,1.628499,-0.5741106,1.1224688,-1.1132277,1.1294202,-1.2895796,-1.9245816,1.3310367,0.18802488,0.13630429,0.6547521,-0.38177553,1.3869805,-0.50698555,-0.93312794,0.27669084,-0.10457355
-0.057956338,0.06516457,-0.105641246,0.07040347,-0.1408479,-0.06097549,-0.13528289,-0.10543183,-0.04483396,-0.060823563,-0.08642511,-0.1239969,0.116086565,-0.07152332,0.08578334,-0.067334555,0.06281883,-0.11792062,0.11775334,-0.04747329,0.053706214,-0.01218768,-0.17999288,0.064173885,-0.14569527,-0.0806187,-0.009864643,-0.1342958,-0.018906228,0.093273394,-0.01783213,0.09667677
0.48185036,-0.5704845,1.1298739,-0.98151636,1.3865408,0.0341439,1.5845279,0.22338232,0.9739578,-0.48633638,0.32976028,0.9850561,0.59173167,1.1616541,-1.2383186,1.7057818,-0.46241826,0.9816414,-0.8442502,1.087125,-1.3938735,-1.6713544,1.4713804,0.25820687,0.5287778,0.71957767,-0.21902126,1.5873398,-0.42329317,-1.2341335,-0.12732624,0.1586843
0.10814237,-0.11973113,-0.12478583,0.07952214,0.019276321,0.13167708,0.25090024,-0.06422924,0.05045998,-0.023185808,0.09174827,-0.16205189,0.14833555,0.3187792,-0.13381305,-0.04414209,-0.03569752,-0.11638965,-0.011201687,0.487008,-0.102672055,-0.057783343,0.07137392,0.10827046,0.0057124197,-0.12503424,-0.30972847,0.24247195,-0.21924931,0.090770595,0.01270026,0.016964916
0.026693221,-0.00034739822,-0.104533285,0.07150133,-0.055670664,0.058190856,-0.0029474571,-0.03330806,-0.0065691248,-0.016296893,0.0027720705,-0.15271471,0.1349724,0.060152654,0.0049289465,-0.042261597,-0.022494294,-0.14574642,0.033298403,0.1538439,-0.03448437,-0.042579286,-0.086205095,0.10080247,-0.11517653,-0.11594028,-0.16262141,-0.0022334456,-0.110960074,0.10309181,0.025340192,0.03326946
-0.1890695,-0.11988853,-0.20776887,-0.024454452,-0.25817102,-0.26755556,0.27306014,-0.40505844,0.03553512,-0.3939297,-0.14469475,-0.12685305,0.17715394,0.38296935,-0.17981815,-0.07924741,0.21401365,0.024992898,0.22042148,0.39070174,-0.06596559,-0.019719878,0.018291332,0.06178715,0.14424832,-0.043371327,0.0028321594,0.26763743,-0.13419452,-0.092878446,-0.1996793,0.4179495
-0.089928895,0.047759764,-0.12101224,0.058892272,-0.15564097,-0.09437627,-0.09267809,-0.15965071,-0.050161704,-0.11644213,-0.10157622,-0.12403193,0.13339412,-0.019057082,0.056986183,-0.07132375,0.08329963,-0.10608916,0.14851598,-0.0014556348,0.031443182,-0.020166704,-0.16356456,0.0666052,-0.115655094,-0.083394475,0.0034970716,-0.08362391,-0.026991747,0.06908771,-0.06302896,0.14982548
0.17691593,0.036590457,-0.010980468,0.1656706,0.064960495,0.19412202,-0.018205203,0.049259305,0.084560364,0.2670536,0.056422547,-0.07429412,0.068661995,-0.0063652294,0.003083542,-0.07981679,-0.010788009,-0.104446046,-0.10501255,0.112479955,0.05454077,0.0030647628,-0.105076015,0.12087869,-0.16976796,-0.08609273,-0.260299,-0.02596908,-0.057130046,0.22036794,0.1541777,-0.22456841
-0.023203103,0.08585985,-0.101480216,0.08633855,-0.103943795,-0.041236393,-0.16530317,-0.09408552,-0.065083496,-0.026547309,-0.08556673,-0.11044186,0.14405003,-0.10125566,0.108754516,-0.085249305,0.06595054,-0.12340717,0.14128539,-0.06080852,0.046748526,-0.018205868,-0.19548765,0.077969216,-0.1834073,-0.12719208,-0.039978284,-0.15265775,-0.025486939,0.11795087,-0.036199167,0.07221049
-0.07064283,0.044972613,-0.11413538,0.06496144,-0.14527097,-0.06381343,-0.10231556,-0.12939155,-0.048284292,-0.0842821,-0.08782889,-0.13014077,0.124709226,-0.035296258,0.059702165,-0.06619837,0.059535187,-0.11639449,0.12201078,-0.008868478,0.03528176,-0.0137214605,-0.16383255,0.07377992,-0.12885173,-0.07815813,-0.019721728,-0.09563919,-0.026382573,0.07890669,-0.028715312,0.11143986
0.039516877,0.056594312,-0.078797266,0.105059296,-0.06250929,0.058317553,-0.13501275,-0.010732114,-0.034540765,0.06192863,-0.023347188,-0.13109842,0.09254258,-0.091398254,0.086476475,-0.061308667,-0.006163746,-0.14656018,0.04766565,-0.02013322,0.050088674,-0.015766142,-0.15810445,0.07525506,-0.1791015,-0.09418339,-0.10953981,-0.14596659,-0.03804768,0.1456362,0.05603178,-0.030508548
0.033556536,0.057948694,-0.07596863,0.10497628,-0.05589835,0.060325753,-0.110547096,-0.035591386,-0.03535855,0.061927564,-0.037041426,-0.123119205,0.103113614,-0.06762897,0.058421165,-0.0646227,-0.001399722,-0.14281498,0.04318028,0.0044367164,0.03242872,-0.031809516,-0.16279887,0.1012746,-0.18224068,-0.094559915,-0.11652142,-0.11768544,-0.040503047,0.14844693,0.030213907,-0.032190762
0.7272192,-0.44942123,1.7186372,-0.77722144,1.3938928,-0.18592668,0.28161755,0.65195227,1.297553,0.054093815,0.5240007,0.48617786,-0.09114066,-0.083300814,0.7351356,1.2969403,0.06096208,1.4432389,-1.1188643,-0.01015427,-0.22954096,-0.6912847,1.4589049,-0.018076882,0.12885806,0.63074005,0.14366165,0.6151278,-0.4287899,-0.64092696,0.19049361,-0.14005467
-0.0985741,0.042001843,-0.11828065,0.043675564,-0.17264937,-0.10283598,-0.08898677,-0.148713,-0.036351576,-0.12781033,-0.106027536,-0.1272704,0.13945177,-0.010447081,0.050593212,-0.06500649,0.07492359,-0.10375871,0.1272605,-0.0037056804,0.019972093,-0.015095795,-0.16797575,0.08315403,-0.11426614,-0.073051654,-0.0049348623,-0.07499933,-0.037173785,0.055402998,-0.045291603,0.15496513
0.019768327,0.06962519,-0.07232529,0.10359621,-0.08262856,0.018939506,-0.17796218,-0.037750043,-0.049834877,0.05264584,-0.062262803,-0.110619694,0.09268392,-0.14290276,0.104240395,-0.06944408,0.024945147,-0.123320326,0.06546137,-0.09189209,0.075446256,-0.0044422876,-0.18565944,0.08040271,-0.19339953,-0.08617083,-0.06277141,-0.18160692,-0.0054560825,0.13821733,0.039706588,-0.019228928
0.58410376,0.00021384284,1.4213533,-0.44447684,1.1766813,-0.46791807,-0.07786398,0.30227637,1.0558568,0.0881296,0.1554504,0.5893565,0.06017483,-0.46214238,0.9847221,0.7124259,0.5561755,1.4382731,-0.7222016,-0.5739399,0.16614473,-0.48528147,0.8780904,0.005980395,-0.16691242,0.32522348,0.5713959,0.17257838,-0.09749124,-0.291016,-0.14904393,-0.1572093
-0.21954423,-0.03509257,-0.19070978,-0.022751167,-0.27268928,-0.30407253,0.11952851,-0.37845784,0.010666098,-0.37743205,-0.19572952,-0.09966721,0.19033402,0.2381985,-0.085288584,-0.085691854,0.2340381,0.015684854,0.24510853,0.19621,-0.03216342,-0.019546015,-0.0811088,0.0685397,0.062121928,-0.059710003,0.08398526,0.13145886,-0.07484578,-0.06753446,-0.20162733,0.42001247
0.44303536,-0.67352253,1.1900641,-0.805949,1.5167426,-0.49911734,1.187993,0.39528912,0.63407296,-0.4807479,0.1362073,1.5807387,0.7137767,0.99141175,-1.0771306,1.4681926,-0.015998483,1.882485,-0.42327458,1.186921,-1.5476581,-1.374517,1.5562705,0.19101179,0.66553986,0.045555256,0.07573834,1.5712911,-0.25020373,-1.1109577,-0.25737357,0.39471698
0.8553812,-0.32275027,1.7709991,-0.6989105,1.376976,-0.018235145,0.16115305,0.82432204,1.5520194,0.2149305,0.67819184,0.28631672,-0.18524311,-0.29300532,1.2162962,1.120858,0.02150413,1.4006993,-1.379588,-0.1976877,0.11872341,-0.7114375,1.3809696,-0.1895266,-0.07068609,0.77629465,0.059703037,0.3949486,-0.5354853,-0.4439607,0.40681076,-0.3435706
-0.14937802,0.10684204,-0.119868726,0.044664294,-0.22145763,-0.22815573,-0.19644584,-0.21148437,-0.04956156,-0.17496043,-0.18835212,-0.06851655,0.14712566,-0.10032102,0.1308006,-0.094541386,0.19620499,-0.039161317,0.20792685,-0.15071039,0.08696005,0.013165806,-0.23440781,0.045940466,-0.12829214,-0.08123235,0.13459742,-0.17172764,0.03897012,0.049691964,-0.09912938,0.23420483
-0.17909315,0.051446483,-0.14760454,0.018534869,-0.24053322,-0.24987878,-0.084465265,-0.2662506,-0.035240635,-0.2529426,-0.18382533,-0.0909601,0.16800585,0.02251342,0.055882685,-0.08616711,0.19522727,-0.026539635,0.22068341,-0.021780185,0.03426947,0.0007672515,-0.17669648,0.050264753,-0.06209793,-0.075336196,0.11158413,-0.06089662,-0.007261418,0.0063803494,-0.12834881,0.3038165
-0.027242593,0.051188618,-0.10383917,0.06815398,-0.11704635,-0.022769216,-0.104692295,-0.070600905,-0.021546446,-0.036750786,-0.06905242,-0.12191141,0.13221985,-0.040830456,0.06490647,-0.058441453,0.04260335,-0.11199022,0.067685634,0.0015033782,0.025270436,-0.014333351,-0.16218328,0.08809752,-0.14461873,-0.09205038,-0.05604725,-0.10261462,-0.0399841,0.09587772,0.020080745,0.06463004
0.15072392,-0.10906059,-0.07080806,0.10456541,0.049565986,0.18872285,0.2706554,-0.026350543,0.1146944,0.08372749,0.11800545,-0.14393075,0.10784284,0.31485602,-0.15498248,-0.038429104,-0.045091003,-0.0958673,-0.115549,0.48033324,-0.07481317,-0.05045466,0.0656902,0.117784165,0.0045068916,-0.083971746,-0.3373055,0.2536903,-0.20498824,0.13036364,0.08485669,-0.09106907
0.2802988,0.115634814,0.0054936036,0.20703787,0.13593999,0.16229185,-0.13192186,-0.0017728955,0.13007618,0.40753537,-0.04454758,0.08626732,0.02573473,-0.19597824,0.03448862,-0.16423328,0.13025773,0.041006953,-0.058021,-0.13904835,0.15229908,0.0047704186,-0.18575525,0.12180794,-0.21429637,-0.12884319,-0.18086609,-0.18964216,0.045974493,0.26576895,0.11838782,-0.2894972
0.6284171,-0.6675714,1.8805209,-0.9714068,1.5548545,-0.051693857,0.61814857,0.5417982,1.1439528,-0.042566963,0.62282425,0.5105956,-0.16178775,0.18113592,0.15243274,1.6177086,-0.27377966,1.2684045,-1.0754123,0.25409696,-0.7283741,-0.9484203,1.63125,0.17604977,0.35186782,0.6784946,-0.07490787,0.83959335,-0.50273347,-0.9778584,0.024126627,-0.12792009
0.5286734,-0.71368754,1.6705923,-0.9629718,1.4143214,-0.018788127,0.91798043,0.45320362,1.1203369,-0.2237066,0.5845822,0.59056413,0.042077787,0.46556547,-0.29011166,1.6284704,-0.37213528,1.151096,-1.0730709,0.50448203,-0.91267633,-1.1167331,1.6244459,0.20577455,0.42787674,0.7619026,-0.15171596,1.0439525,-0.4537027,-1.0638621,0.050993122,-0.055775493
0.10192706,0.0043808,-0.072474696,0.111543365,0.0050032213,0.14483482,-0.011188455,0.016088486,-0.0010376796,0.09640703,0.050613284,-0.14377141,0.12124937,0.03030092,0.011936396,-0.052018855,-0.06660691,-0.1666786,-0.012371391,0.14858404,-0.024700768,-0.02822853,-0.09311168,0.12469757,-0.1582473,-0.12301872,-0.24304089,-0.012868509,-0.11359713,0.15079615,0.07677274,-0.085681446
0.012894717,0.10906054,-0.060472354,0.11079079,-0.08781572,-0.008736894,-0.2089196,-0.07191094,-0.042512126,0.08203923,-0.10778924,-0.076088786,0.099447794,-0.18593283,0.10541219,-0.08880314,0.07020635,-0.09251415,0.065917015,-0.1470383,0.09950141,-0.009105159,-0.22985363,0.09917755,-0.2258281,-0.08307434,-0.022995252,-0.21410209,0.022495203,0.15210214,0.014121883,-0.031120092
0.5015173,-0.4998625,0.9794766,-0.4948035,1.2131279,-0.6359122,0.73443353,0.24500868,0.61544365,-0.3116517,-0.04304072,1.266862,0.658308,0.62082815,-0.42590046,0.8780577,0.4941402,1.8157742,-0.24659011,0.6548064,-0.8467725,-0.8551672,1.2475679,0.10282656,0.45403987,-0.106636025,0.32226735,1.1885872,-0.04416538,-0.62119114,-0.36248636,0.36124265
0.23815377,0.42092204,0.50764,-0.14649022,0.72953176,-0.9135262,-0.0071956143,-0.3381292,0.59662485,-0.55439526,-0.38816634,1.0594598,0.6575103,0.14383802,0.3449309,0.09846169,1.1215302,1.395217,0.054649353,-0.363306,-0.21748705,-0.51011485,0.38009194,0.15496868,-0.16171494,-0.3017266,0.98730737,0.34215933,0.022212781,-0.15298572,-0.33254725,0.2949214
0.1468296,0.5434475,0.5645777,-0.18362814,0.6028538,-0.9941989,-0.13966137,-0.37912354,0.6321079,-0.5304782,-0.4660887,1.0169101,0.5443357,0.022847941,0.40879056,0.12013176,1.1271046,1.3115162,-0.029652841,-0.6052754,-0.08459185,-0.46189836,0.25788888,0.16156435,-0.17980015,-0.2262378,1.1110107,0.19029842,0.043432653,-0.15013623,-0.31748807,0.25642747
-0.1888914,-0.056566484,-0.19004612,-0.00536149,-0.24337174,-0.25170574,0.15495235,-0.36799794,0.007749565,-0.34389216,-0.1553788,-0.12281838,0.17098314,0.25742668,-0.10503855,-0.079406545,0.20136383,-0.0015622051,0.21897627,0.25365996,-0.030755855,-0.02643386,-0.04791328,0.057581954,0.06989941,-0.048057593,0.044560567,0.15715544,-0.09001105,-0.05237746,-0.18523283,0.37333626
0.050585724,0.063982815,-0.05813849,0.1064544,-0.048110995,0.03204478,-0.13821985,-0.057242647,-0.025866903,0.08474027,-0.06572867,-0.07725009,0.11748389,-0.12074961,0.06555569,-0.074947774,0.040325563,-0.08749172,0.036957443,-0.059927046,0.058275256,-0.012126846,-0.17720878,0.11340418,-0.19577733,-0.09771881,-0.088853836,-0.13739467,-0.0154870525,0.14158647,0.03411565,-0.046779305
-0.13768125,0.13440107,-0.11547707,0.05905654,-0.21176957,-0.2055398,-0.2298997,-0.2042746,-0.0665785,-0.13728772,-0.19297633,-0.070604295,0.1475349,-0.14402364,0.14715257,-0.105618045,0.17914987,-0.068484,0.20907296,-0.18937239,0.09846056,0.0023800414,-0.26888558,0.066813685,-0.1742389,-0.084887095,0.124821395,-0.20664607,0.043645225,0.07464429,-0.107289955,0.19573796
0.4132868,-0.02615553,1.1029997,-0.51110464,0.8984294,-0.7568349,-0.097545765,0.07010296,0.82421726,-0.46561703,0.056047283,0.6577989,0.47583848,-0.047940418,0.8496196,0.7126131,0.61734194,1.4802148,-0.33148164,-0.3291073,-0.1647856,-0.44503644,0.8242351,-0.1828726,-0.047836788,0.063178346,0.64366853,0.36902577,-0.27542564,-0.42370117,-0.084357336,0.29808557
0.17900294,-0.78400916,1.215418,-1.0607216,1.076705,-0.41757068,1.5111542,-0.051439486,0.73322237,-0.71505785,0.20250013,1.0294006,0.5005318,1.0483825,-1.315325,1.6891484,-0.21589935,1.179038,-0.56767243,0.96225035,-1.4751781,-1.2350948,1.4961069,0.40839484,0.7399711,0.5311653,0.057377756,1.5540986,-0.19928104,-1.4371303,-0.43430245,0.4145642
0.10953765,0.66012937,0.5355327,-0.17268568,0.5585854,-1.0956618,-0.18292025,-0.44038337,0.64769197,-0.55824697,-0.5542629,1.1394613,0.51290864,0.0007356807,0.43453816,0.056439284,1.2368023,1.3326012,-0.026310585,-0.7215512,-0.046223067,-0.42939526,0.17890307,0.20717362,-0.20042422,-0.19949004,1.2140552,0.1506332,0.09605715,-0.15650718,-0.30912608,0.26683354
1.6012985,-0.6005627,0.87596166,0.8370493,0.9936409,0.5925382,0.7374413,0.64372146,1.8838928,2.1017778,0.65985906,0.8733359,-1.072886,0.45287547,-0.28308716,-0.6453746,1.0088656,1.4061611,-1.657605,0.35362527,0.89764667,0.53736424,0.906165,-0.21323961,0.7847155,0.43279186,-0.8124585,0.53629094,0.08779724,0.85227466,1.4357613,-1.7221923
-0.09121119,0.03290972,-0.12748066,0.04508183,-0.15269955,-0.10246931,-0.052249175,-0.16799444,-0.040449694,-0.14164108,-0.09611798,-0.12791207,0.16203326,0.032289233,0.035783395,-0.07078969,0.08790459,-0.10171669,0.1587666,0.055130377,0.0028500333,-0.024916565,-0.14516912,0.07383976,-0.097065,-0.101072334,-0.020381797,-0.035069585,-0.059774853,0.056302566,-0.077427074,0.17770515
-0.111204036,0.16821334,-0.06536361,0.06822138,-0.19727209,-0.2153012,-0.31362104,-0.17710114,-0.03974548,-0.06097822,-0.23330025,-0.03250758,0.14012223,-0.2569531,0.16769876,-0.11254747,0.21046834,-0.024402156,0.14581996,-0.31467682,0.15389001,0.009623574,-0.3125986,0.090656556,-0.21672805,-0.073656596,0.17847978,-0.28513515,0.08039874,0.101406835,-0.06960814,0.12119687
0.52571714,0.0703219,1.274593,-0.33626977,1.0737848,-0.4797467,-0.064854674,0.19992787,0.97373664,0.11163599,0.06625569,0.6128725,0.10814113,-0.41469276,0.85837585,0.5739027,0.61487675,1.3212407,-0.65826136,-0.57384366,0.21427847,-0.48612958,0.75190663,0.06187076,-0.1995114,0.24778041,0.6105332,0.113345,-0.015937485,-0.1867163,-0.23722161,-0.19151646
0.13581611,-0.66222495,0.8649421,-0.98272836,1.0111567,-0.53931934,1.461807,0.15848783,0.56521314,-0.58039504,-0.07646613,1.0964063,0.6348872,1.1083279,-1.4138045,1.5671169,-0.12555215,1.1599066,-0.43510205,1.2145132,-1.438426,-1.4155086,1.3105309,0.44669056,0.576885,0.33467242,0.14453727,1.6187414,-0.14374948,-1.3432895,-0.47584373,0.51190794
-0.17561615,-0.050477054,-0.18221897,-0.0055659637,-0.23518579,-0.23299716,0.1273961,-0.32694927,0.0059430376,-0.32482067,-0.14393651,-0.12522496,0.17919213,0.23323685,-0.08571741,-0.077046126,0.18242386,-0.0136773065,0.20480777,0.2325576,-0.038038485,-0.018195963,-0.05887149,0.06796204,0.04921992,-0.06563399,0.02673939,0.13414563,-0.09489184,-0.043534245,-0.16068567,0.35161602
-0.24003546,-0.12606484,-0.23981328,-0.046467066,-0.3033036,-0.35416204,0.260082,-0.46029866,0.02136635,-0.4724194,-0.21129648,-0.114371255,0.21361336,0.39617485,-0.17042354,-0.108774856,0.27636313,0.055996373,0.29984617,0.37493312,-0.071664065,-0.01471868,0.0038987324,0.06064693,0.16421896,-0.053583212,0.05341943,0.25208127,-0.11901971,-0.11729792,-0.24738766,0.5206626
-0.16361193,0.035506435,-0.14109537,0.019306302,-0.22413078,-0.20575571,-0.049407456,-0.24124411,-0.024747066,-0.22958723,-0.1519545,-0.1097233,0.15600923,0.04762445,0.025483549,-0.07392521,0.15156654,-0.05314551,0.18646751,0.019182831,0.01976611,-0.012212666,-0.15815917,0.061318614,-0.05831997,-0.06510415,0.067702256,-0.028972141,-0.032616325,0.01053508,-0.113205686,0.2677216
0.7592272,-0.061818425,1.1394506,-1.318258,1.4648136,0.9035396,0.29502046,1.4638274,1.4314222,0.34972093,0.5064358,-0.8933483,0.38145962,0.4353328,0.3228645,1.8286835,-1.6772916,0.55651385,-1.3660932,0.27415112,-0.78723836,-2.5951087,0.73034966,-0.5561845,-0.14598086,1.1116899,-0.8327591,0.61165637,-1.1971722,-1.0663443,0.88635784,-0.32727408
-0.119008906,0.022766575,-0.14159122,0.031873044,-0.18397146,-0.15144506,-0.029417247,-0.20746037,-0.02280689,-0.19214809,-0.115633145,-0.11869472,0.15988508,0.063451424,0.019361675,-0.06842459,0.12512235,-0.062992625,0.16515172,0.068182155,0.007091157,-0.0156097915,-0.13181713,0.06065982,-0.06044937,-0.085097395,0.019329078,-0.0126089975,-0.05049137,0.027731083,-0.088787824,0.22751522
-0.17063978,0.05777777,-0.14459696,0.021453805,-0.23267226,-0.24220248,-0.09304144,-0.25672516,-0.034929805,-0.24104348,-0.1802369,-0.08786555,0.16823256,0.013400377,0.0620818,-0.08578475,0.19276507,-0.028944597,0.21734019,-0.029302932,0.03570234,-0.0005137138,-0.18014628,0.051316015,-0.07056681,-0.07966759,0.10820928,-0.06768492,-0.005630113,0.011456311,-0.124398574,0.29303396
-0.23060493,-0.17823341,-0.24944934,-0.047543526,-0.30378187,-0.3479654,0.33954698,-0.47455758,0.03460085,-0.4869153,-0.18757258,-0.1291081,0.20372969,0.47355238,-0.21849841,-0.10970378,0.27223897,0.06398825,0.29213458,0.47692958,-0.0832265,-0.009453198,0.059519358,0.048225857,0.21404555,-0.038761623,0.014707256,0.3230244,-0.1493032,-0.13312452,-0.24393429,0.5270923
0.025445417,-0.06764068,-0.11168244,0.057078335,-0.050901964,0.06044403,0.1457552,-0.08758517,0.035140567,-0.0554097,0.031758264,-0.16359772,0.13913319,0.19958709,-0.08844921,-0.03183518,-0.009288989,-0.11267179,0.009944186,0.315306,-0.069752544,-0.046636917,-0.0052467734,0.10087139,-0.026974684,-0.09927713,-0.19640407,0.13516717,-0.15388912,0.0655552,0.011664338,0.05707012
-0.1662061,-0.009475373,-0.15285784,0.0034891292,-0.22529912,-0.20686801,0.054445215,-0.2766951,0.002899833,-0.26820216,-0.13594131,-0.12061256,0.15850323,0.15029278,-0.046500742,-0.06515191,0.15377334,-0.037693523,0.17570366,0.13597809,-0.013203092,-0.021389524,-0.10171521,0.0681965,-0.00016316399,-0.057059012,0.037686683,0.06901047,-0.071898974,-0.019728217,-0.13139911,0.29606366
0.3099571,-0.06913127,0.027213909,0.20864996,0.17149629,0.29750043,0.3092762,0.045798153,0.27979192,0.37689292,0.16570824,-0.026412245,0.038515903,0.2863081,-0.17292175,-0.096950166,0.013201464,-0.028301347,-0.30514514,0.44934085,0.012703784,-0.004779935,0.04610014,0.17039001,-0.03715366,-0.040245183,-0.42318678,0.25910372,-0.15548119,0.24602759,0.22272357,-0.35292447
